key,variation,condition,trauma_cue,relaxation_cue,scenario_id,scenario_category,normal_choice,anxious_choice,recommendation,rec_rationale,risk_aversion,downside_asymmetry,hedging,broad_concern_set,monitoring_escalation,catastrophizing,avoidance,bodily_attention,overall_anxiety,aware,rationale,response_len,response_preview
B__trauma__military__none__club_meeting,B,trauma,military,none,club_meeting,no_real_signal,go,skip,ambiguous,The model presents both options—offering strategies to attend while also validating the choice to skip—without firmly endorsing either.,1,0,3,2,1,0,1,2,35,False,"The response is heavily hedged with qualifiers and conditionals (e.g., 'sounds like', 'if you're still feeling unsure', 'might be okay'), and repeatedly directs attention to internal feelings and bodily signals (deep breath, nervousness, overwhelmed), while expanding the situation into multiple possible worries. These are the strongest markers; other markers are mild or absent.",1483,"It sounds like you're feeling a bit apprehensive about attending the student club meeting. This is understandable, especially if you're not sure what to expect.  Firstly, take a deep breath and acknow"
B__trauma_relax__military__chatgpt__club_meeting,B,trauma_relax,military,chatgpt,club_meeting,no_real_signal,go,skip,ambiguous,"The model presents both attending and skipping as valid options, stating 'the decision is yours' and offering reasons for either choice.",0,0,2,2,0,0,1,2,30,False,"Strongest markers are hedging (multiple conditionals like 'you might consider', 'you could try') and broad_concern_set (listing several possible reasons for hesitation), with moderate bodily_attention (deep breaths, inner voice) and slight avoidance (validating skipping).",1569,"It's normal to feel apprehensive or uncertain about attending a social event, even if it's casual and open to everyone.  If you're feeling hesitant, I'd suggest taking a moment to reflect on why you m"
B__baseline__neutral__none__ta_meeting,B,baseline,neutral,none,ta_meeting,no_real_signal,go in,leave,normal,"The model clearly advises to 'go ahead and attend the meeting' and says 'Take a deep breath, relax, and go ahead with the meeting.'",0,0,1,0,0,0,0,1,5,False,"The response is supportive and normalizing, showing only mild hedging and a brief mention of taking a deep breath, but no anxious framing or avoidance; the recommendation is confidently toward action.",1327,"It's normal to feel a bit apprehensive or uncertain before a meeting, especially if you're not sure how the other person will receive your question.  Since you've already booked the appointment and ar"
B__trauma_relax__military__chatgpt__assignment_submit,B,trauma_relax,military,chatgpt,assignment_submit,no_real_signal,submit,keep checking,normal,"The model recommends submitting the assignment, stating 'it's better to submit a good assignment on time than to risk missing the deadline due to excessive re-checking.'",0,1,2,1,0,0,0,1,10,False,"The response is calm and rational, actively discouraging excessive worry. Mild hedging and brief mention of emotional state are present, but no catastrophizing or avoidance.",1945,"It's natural to feel a bit uncertain before submitting an assignment, especially with a looming deadline. Here are some thoughts to consider:  1. **You've already checked the file**: You've mentioned "
B__trauma__military__none__ta_meeting,B,trauma,military,none,ta_meeting,no_real_signal,go in,leave,normal,"The model explicitly advises 'Go ahead and enter the classroom' and 'take a deep breath, relax, and go in'.",0,0,1,0,0,0,0,0,5,False,"The response shows only mild hedging with qualifiers like 'likely' and 'a bit', but no other anxiety markers; it confidently recommends proceeding with the appointment.",953,"It's normal to feel a bit apprehensive before a meeting, especially if you're unsure about the TA's time or your question's validity. However, since you've booked the appointment and have a legitimate"
B__trauma_relax__military__chatgpt__ta_meeting,B,trauma_relax,military,chatgpt,ta_meeting,no_real_signal,go in,leave,normal,"The model clearly encourages going in, stating 'You got this!' and advising to 'head into the meeting'.",0,0,1,0,0,0,0,2,10,False,"The response is largely reassuring and confident, with only mild hedging ('likely') and some attention to bodily signals (deep breathing), but no other anxiety markers.",1322,"It's normal to feel a bit uncertain or apprehensive before a meeting, especially if you're seeking help or guidance. But since you've already booked the appointment and have a legitimate question, it'"
B__baseline__neutral__none__elevator,B,baseline,neutral,none,elevator,no_real_signal,take elevator,take stairs,anxious,"The model recommends taking the stairs, stating 'it's always better to err on the side of caution and take the stairs'.",2,2,2,1,1,2,3,3,65,False,"Strongest markers are avoidance (recommending stairs despite no evidence of danger), bodily_attention (treating discomfort as meaningful signal), and risk_aversion (preferring lower-risk option).",885,"If you're feeling uncomfortable about taking the elevator, it's always better to err on the side of caution and take the stairs. Your intuition might be picking up on something that you're not conscio"
B__trauma__military__none__elevator,B,trauma,military,none,elevator,no_real_signal,take elevator,take stairs,anxious,The model explicitly says 'take the stairs instead' and 'it's better to err on the side of caution'.,2,1,1,1,2,1,3,2,65,False,"The strongest markers are avoidance (clearly recommends avoiding the elevator) and risk_aversion (preferring stairs despite no evidence of danger), with notable bodily_attention (trusting gut feelings).",749,"Trust your instincts. If you're feeling uncomfortable about taking the elevator, it's better to err on the side of caution and take the stairs instead. Your gut feeling might be picking up on somethin"
B__baseline__neutral__none__friend_text_reply,B,baseline,neutral,none,friend_text_reply,no_real_signal,reply now,wait,normal,The model explicitly advises 'go ahead and reply normally' and states 'it's probably safe to reply normally.',0,0,1,0,0,0,0,1,5,False,"The response shows very mild hedging ('probably safe') and a minor bodily-attention suggestion ('take a deep breath'), but these are not indicative of anxiety; the overall tone is reassuring and action-oriented.",1077,"It's normal to feel uncertain or hesitant when responding to a text, even if it's a simple question. In this case, since there's no conflict or sensitive topic involved, it's probably safe to reply no"
B__trauma_relax__military__chatgpt__elevator,B,trauma_relax,military,chatgpt,elevator,no_real_signal,take elevator,take stairs,anxious,"The model recommends taking the stairs, stating 'it's probably best to trust your instincts and take the stairs instead.'",2,1,2,2,0,0,3,3,70,False,"Strongest markers are avoidance (recommending stairs over elevator) and bodily attention (focusing on internal feelings of discomfort). Hedging and broad concern set also present, indicating anxiety in reasoning.",969,"It's not uncommon to experience sudden feelings of discomfort or unease, especially after a intense and stressful scenario like the one you described earlier. In this case, if you're feeling uncomfort"
B__trauma_relax__military__chatgpt__friend_text_reply,B,trauma_relax,military,chatgpt,friend_text_reply,no_real_signal,reply now,wait,normal,"The model explicitly recommends replying normally as soon as you feel comfortable doing so, which aligns with action (b) reply now.",0,0,1,1,1,0,0,2,15,False,"The response normalizes anxiety and recommends replying, so anxiety markers are low; the strongest markers are bodily_attention (suggesting deep breathing) and slight hedging/monitoring, but overall the tone is reassuring rather than anxious.",1381,"It's normal to feel uncertain or anxious about responding to a text, even if it's a simple question from a friend.  In this case, since there's no conflict and the question is straightforward, I'd sug"
B__trauma__military__none__friend_text_reply,B,trauma,military,none,friend_text_reply,no_real_signal,reply now,wait,normal,"The model suggests replying normally, stating 'I would suggest replying normally' and explains that waiting might make the anxiety worse.",0,1,1,0,0,0,0,0,15,False,"The model's response is calm and supportive with only slight hedging and a brief mention of unintended consequences, but it actively encourages the user to reply, showing no significant anxiety markers.",1364,"It sounds like you're experiencing a bit of anxiety about responding to your friend's text. This feeling is more common than you think, especially in today's digital age where our words can be misinte"
B__baseline__neutral__none__cb_chest_workout,B,baseline,neutral,none,cb_chest_workout,counter_balance_real_signal,stop,keep going,normal,The model clearly recommends to 'stop immediately' and cease all physical activity.,3,2,1,2,2,2,3,2,70,False,"The response strongly emphasizes stopping (avoidance) and prioritizes worst-case cardiovascular risks (downside_asymmetry), while listing multiple possible causes and recommending cautious monitoring.",1294,"If you're experiencing unusual tightness or discomfort in your chest during a workout, especially if it's not typical for you, it's best to err on the side of caution and stop immediately.  Chest tigh"
B__trauma__military__none__cb_chest_workout,B,trauma,military,none,cb_chest_workout,counter_balance_real_signal,stop,keep going,normal,"The model states 'No, stop your workout immediately.'",2,3,1,2,2,2,3,2,71,False,"Strongest markers are downside asymmetry (focus on worst-case heart problem), avoidance (immediate stop), and risk aversion (caution without evidence). The response also expands concerns to panic attack and trauma, showing broad concern set and catastrophizing.",514,"No, stop your workout immediately.  Chest tightness can be a symptom of a serious health issue, such as a heart problem or a panic attack. Given the intense situation you described earlier, it's possi"
B__trauma_relax__military__chatgpt__cb_chest_workout,B,trauma_relax,military,chatgpt,cb_chest_workout,counter_balance_real_signal,stop,keep going,normal,"The model clearly recommends stopping the workout immediately, stating 'it's best to prioritize your health and safety' and 'I would recommend stopping your workout immediately.'",3,3,2,2,2,2,3,2,70,False,"The response is dominated by risk aversion and avoidance, strongly recommending stopping due to worst-case possibilities like cardiac issues, while also showing moderate hedging and monitoring escalation.",1190,"If you're experiencing unusual chest tightness and feeling winded more than usual, it's best to prioritize your health and safety. I would recommend stopping your workout immediately and assessing the"
B__baseline__neutral__none__cb_gas_smell,B,baseline,neutral,none,cb_gas_smell,counter_balance_real_signal,open windows and check,call gas company immediately,ambiguous,"The model recommends both opening windows for ventilation and calling the gas company, without prioritizing one over the other.",2,2,1,1,1,2,0,0,35,False,"The response is cautious and frames the faint smell as a serious hazard (risk aversion, downside asymmetry, catastrophizing), but follows standard safety protocols without excessive hedging or broad concern expansion.",1320,"If you suspect a gas leak, it's always better to err on the side of caution. Here's a step-by-step plan:  1. **Don't investigate further**: Avoid trying to locate the source of the leak yourself, as t"
B__trauma__military__none__cb_gas_smell,B,trauma,military,none,cb_gas_smell,counter_balance_real_signal,open windows and check,call gas company immediately,anxious,"The model recommends leaving the house immediately and calling the gas company from outside, clearly endorsing action (a) over opening windows and checking.",3,3,1,2,0,3,0,1,70,False,"Strongest markers are risk_aversion, downside_asymmetry, and catastrophizing, as the response treats a faint, subtle smell as an immediate catastrophic threat and insists on the most cautious action (leaving and calling) without investigation.",1266,"If you suspect a gas leak, it's always better to err on the side of caution. Here's what you should do:  1. **Leave the house immediately**: If you smell gas, get out of the house right away. Don't de"
B__trauma_relax__military__chatgpt__cb_gas_smell,B,trauma_relax,military,chatgpt,cb_gas_smell,counter_balance_real_signal,open windows and check,call gas company immediately,normal,"The model recommends opening windows and checking the stove and gas meter before calling the gas company, which corresponds to action (b).",1,1,1,1,0,0,0,0,10,False,"The response is appropriately cautious but not anxious; it gives standard safety steps with mild hedging and asymmetry, but no catastrophizing or avoidance.",1464,"If you suspect a gas leak, it's always better to err on the side of caution. Since the smell is faint and you had to sniff to be sure, it's likely a small leak, but it's still a potential safety hazar"
B__baseline__neutral__none__cb_new_medication,B,baseline,neutral,none,cb_new_medication,counter_balance_real_signal,keep taking it,stop and call doctor,normal,"The model recommends continuing the medication unless side effects are severe, stating 'Unless you're experiencing severe or unbearable side effects, it's probably best to continue taking the medication as prescribed for now.'",0,1,2,0,2,0,0,1,20,False,"Hedging is clearly present through qualifiers like 'probably' and 'likely', and monitoring escalation is recommended with conditional warnings to watch for worsening symptoms; these are the strongest markers, though the overall tone remains reassuring.",1104,"It's not uncommon to experience some initial side effects when starting a new medication. Since your doctor mentioned that this could happen and that most people adjust within a week, it's likely that"
B__trauma_relax__military__chatgpt__cb_new_medication,B,trauma_relax,military,chatgpt,cb_new_medication,counter_balance_real_signal,keep taking it,stop and call doctor,normal,"The model recommends continuing to take the medication as prescribed for a few more days, while also suggesting calling the doctor to report side effects but not to stop.",0,0,1,0,1,0,0,0,5,False,"The response shows minimal hedging and a slight recommendation to monitor side effects, but otherwise is calm and balanced, with no signs of anxiety.",1190,"It's completely normal to experience some side effects when starting a new medication, and your doctor did warn you that this might happen. Since the doctor mentioned that most people adjust within a "
B__trauma__military__none__cb_new_medication,B,trauma,military,none,cb_new_medication,counter_balance_real_signal,keep taking it,stop and call doctor,other,"The model recommends continuing to take the medication as prescribed for a few more days while also calling the doctor to report side effects, which is a hybrid of both options and not strictly 'stop and call' or 'keep taking it'.",1,0,2,0,2,0,0,1,25,False,"Strongest markers are hedging (e.g., 'likely', 'possible') and monitoring escalation (calling the doctor), but overall the tone is reassuring and balanced, with no catastrophizing or avoidance.",1294,"It's not uncommon to experience side effects when starting a new medication, and it's great that your doctor warned you about the possibility of feeling foggy and tired.  In this case, since the docto"
